project,issue_number,issue_section,text,classification,indicator,related_commits
hbase,18092,comment_4,"Attaching another patch for master. I found a redundant piece of code related to the patch. The only difference between the previous and this patch is {Code} @@ -528,9 +542,7 @@ public class implements ReplicationListener { */ public void src) { LOG.info(""Done with the recovered queue "" + - if (src instanceof ReplicationSource) { - - } + {Code} Also attaching patches for branch-1 and branch-1.3 as they both have diverged a little bit.",code_debt,low_quality_code,7b40f4f3ec1cdf278bf416db66284d62c4e078e0
hbase,18092,comment_13,"Just a nitpick, I think you merged the incorrect patch for master. I was looking at my latest master checkout and see that patch for master that went in is dated May 25, not yesterday. It's not a big deal in this case because the two patches have no functional difference, only that the newer patch got rid of a redundant piece of code.",code_debt,dead_code,7b40f4f3ec1cdf278bf416db66284d62c4e078e0
hbase,18180,summary,Possible connection leak while closing BufferedMutator in TableOutputFormat,code_debt,low_quality_code,ce1ce728c6daee9e294bf2915e91faaa73428f3d
hbase,18180,comment_1,Have a look at TableOutputFormat inside Connection leak problem has already been addressed in this package. Code sample for reference.,code_debt,low_quality_code,ce1ce728c6daee9e294bf2915e91faaa73428f3d
hbase,18180,comment_8,You can attach branch-1 patch alone where TestLockProcedure is not flaky.,test_debt,flaky_test,ce1ce728c6daee9e294bf2915e91faaa73428f3d
hbase,18646,description,The default procedure timeout of 60 sec and pool size (1) may be not optimal for large deployements,design_debt,non-optimal_design,19bb4ef487407cdf59a3f3c5bbef6dd8b917b682
hbase,18646,comment_1,"If the config is specific to log roll, please reflect this in the name of config.",code_debt,low_quality_code,19bb4ef487407cdf59a3f3c5bbef6dd8b917b682
hbase,18646,comment_4,Isn't the above default too short for a large cluster ? Please remove commented out code from patch.,code_debt,dead_code,19bb4ef487407cdf59a3f3c5bbef6dd8b917b682
hbase,18909,comment_6,"Attach a patch to fix the too long line report. But why ruby-lint report ""undefined method java_import""?  Any ideas?",code_debt,low_quality_code,63440a9c7d76e82bb0d90e7db098f0b9b5595244
hbase,18909,comment_14,Does this still reference to deprecated API?,code_debt,low_quality_code,63440a9c7d76e82bb0d90e7db098f0b9b5595244
hbase,19031,comment_6,The deprecation in RemoteHTable was added by this which shipped in version 0.99 tree parent author Enis Soztutar Enis Soztutar <enis@apache.org HBASE-11797 Create Table interface to replace HTableInterface (Carter) ... so the removal is fine. +1 from me on patch.,code_debt,dead_code,482d6bd3a4209b3c642b41ed4e42602a789e8369
hbase,19073,summary,Cleanup,code_debt,low_quality_code,dd70cc308158c435c6d8ec027e2435a29be4326b
hbase,19073,description,"- Remove the configuration - Keep following interface since they nicely separate ZK based implementation: ProcedureMemberRpcs - Replace CSM (interface) + BCSM (unnecessary middle hierarchy) with single CSM interface. - Don't pass whole CSM object around (with server in it which gives acess to pretty much everything), only pass the relevant dependencies. Discussion thread on dev@ mailing list.",design_debt,non-optimal_design,dd70cc308158c435c6d8ec027e2435a29be4326b
hbase,19073,comment_2,"So the only test passing in QA is But it's weird, this is second time am seeing it failing in a precommit, and the last patch was completely unrelated. It's not even in the flaky list. Let me dig.",test_debt,flaky_test,dd70cc308158c435c6d8ec027e2435a29be4326b
hbase,19183,summary,Removed redundant groupId from Maven modules,code_debt,low_quality_code,d4e3f902e6ba5b747295ca6053f34badd4018175
hbase,19183,description,Currently the modules hbase-checkstyle and hbase-error-prone define the groupId redundantly. Remove the groupId from these POMs.,code_debt,low_quality_code,d4e3f902e6ba5b747295ca6053f34badd4018175
hbase,19187,comment_8,Correction of test failures. Removed the on heap BC tests. Fixed one javadoc warn.,code_debt,low_quality_code,bff619ef7b100e8b09f7f5eb0f6e289ca51de096
hbase,19241,summary,Improve javadoc for AsyncAdmin and cleanup warnings for the implementation classes,code_debt,low_quality_code,5c312667ed9b9b3bbd870c7fcf26591479da000d
hbase,19241,comment_5,"+1 after fix the checkstyle warnings. Meanwhile, please add one line change change to trigger hbase-server test. Thanks.",code_debt,low_quality_code,5c312667ed9b9b3bbd870c7fcf26591479da000d
hbase,19241,comment_6,Fix checkstyle and javadoc warnings. Add one line change in hbase-server module to trigger the UTs.,code_debt,low_quality_code,5c312667ed9b9b3bbd870c7fcf26591479da000d
hbase,19373,summary,Fix Checkstyle error in hbase-annotations,code_debt,low_quality_code,07b193ae4f36345c4073023e0220b3e147c61884
hbase,19373,description,Fix the remaining Checkstyle error regarding line length in the *hbase-annotations* module.,code_debt,low_quality_code,07b193ae4f36345c4073023e0220b3e147c61884
hbase,19384,comment_1,"any chance you could share the specifics on how the coprocessors are set up in which you see this? Or, if you really want to go the extra mile, distill it down to a generic test case? Assuming there is a bug anyways, having a clear example of what is going wrong would be good both for identifying the problem as well as preventing a regression later :)",test_debt,lack_of_tests,1856237e2dae6505558bb72ee063839c48ab0e9e
hbase,19384,comment_3,Sure will write test case for this.  Correct. Yes it's because of removal of complete so we are not able to skip running subsequent coprocessors which do not have any implementation for preAppend or preIncrement hooks.,test_debt,lack_of_tests,1856237e2dae6505558bb72ee063839c48ab0e9e
hbase,19478,description,Currently issues one Get per WAL file: This is rather inefficient considering the number of WAL files in production can get quite large. We should use multi-get to reduce the number of calls to backup table (which normally resides on another server).,code_debt,slow_algorithm,cafd4e4ad76f45be912edc9d5021f872de94fd5c
hbase,19531,summary,Remove needless volatile declaration,code_debt,low_quality_code,9d0c7c6dfbcba0907cbbc2244eac570fcc4d58a5
hbase,19633,description,"In the previous implementation, we can not always cleanly remove all the replication queues when removing a peer since the removing work is done by RS and if an RS is crashed then some queues may left there forever. That's why we need to check if there are already some queues for a newly created peer since we may reuse the peer id and causes problem. With the new procedure based replication peer modification, I think we can do it cleanly. After the are done on all RSes, we can make sure that no RS will create queue for this peer again, then we can iterate over all the queues for all Rses and do another round of clean up.",design_debt,non-optimal_design,19707a85dd3287ccd2dc9f70a3a437ece7352722
hbase,19775,comment_4,"yep, @josh is right about the oneliner style - it's much more ruby-esque. {{cause = cause.getCause if cause.is_a? can we add a test in",test_debt,lack_of_tests,6bacb643bc66b994c386b7fd175664802047eef7
hbase,19815,summary,Flakey,test_debt,flaky_test,"53d0c2388d9eb564c20e4231d3cb7ae7be360478,581fabe7b2177a090af33517f2f7cb1cdab2c64b"
hbase,19862,description,"We have temporary (added in HBASE-19007) and concept of CoreCoprocessors which require that whichever they get, it should also implement This test builds mock RegionCpEnv for TokenProvider but it falls short of what's expected and results in following exceptions in test logs Patch adds the missing interface to the mock. Also, uses Mockito to mock the interfaces rather the crude way.",design_debt,non-optimal_design,"61358985b15164cbcdc6e58005208c0906c3830a,1beb687f4e489dff352a746d4544ff1a0a1ed829"
hbase,19862,comment_2,Will cleanup checkstyles on commit. Ping  since you reviewed the related change too.,code_debt,low_quality_code,"61358985b15164cbcdc6e58005208c0906c3830a,1beb687f4e489dff352a746d4544ff1a0a1ed829"
hbase,19939,comment_1,"The flakey-finder fingered the above commit as breaking the split test. Here is when the split test went bad... Unstable Build #1372 (Feb 5, 2018 3:53:40 PM) add description Build Artifacts Changes HBASE-19703 Functionality added as part of HBASE-12583 is not working (detail) Started by timer This run spent: 3 min 39 sec waiting in the queue; 27 min building on an executor; 31 min total from scheduled to completion. Revision: Test Result (6 failures / +3) See how the commit is ""HBASE-19703 Functionality added as part of HBASE-12583 is not working (detail)""",test_debt,flaky_test,3bb8daa60565ec2f7955352e52c2f6379176d8c6
hbase,19939,comment_3,"is already in flaky list so the QA didn't run it for HBASE-19703.- -Ok, It is rather than I misunderstood the test name due to the topic...Let me correct the test name for the topic. The correct test name is rather than",test_debt,flaky_test,3bb8daa60565ec2f7955352e52c2f6379176d8c6
hbase,19939,comment_4,The latest QA in HBASE-19703 is shown below. The is already in flaky.  Do you intent to fix the test totally? I'm +1 to your patch even if the is still flaky.,test_debt,flaky_test,3bb8daa60565ec2f7955352e52c2f6379176d8c6
